RuleID,Type,Antecedent,Antecedent_Name,Antecedent_Category,Consequent,Consequent_Name,Consequent_Category,Support,Confidence,Lift,Co_occurrence,Antecedent_Orders,Explanation
R0180,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture > Furnishings,0.0014,0.0014,1.0,7,4916,"Top product in Furnishings: 'Tenex Contemporary Contur Chairmats for Low and Me' (7 orders, $2529 revenue)"
R0181,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture > Furnishings,0.001,0.001,1.0,5,4916,"Top product in Furnishings: 'Electrix Halogen Magnifier Lamp' (5 orders, $2293 revenue)"
R0182,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture > Furnishings,0.0014,0.0014,1.0,7,4916,"Top product in Furnishings: 'Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rec' (7 orders, $2268 revenue)"
R0183,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture > Furnishings,0.0016,0.0016,1.0,8,4916,"Top product in Furnishings: 'Howard Miller 13"" Diameter Goldtone Round Wall Clo' (8 orders, $2235 revenue)"
R0184,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture > Furnishings,0.0008,0.0008,1.0,4,4916,"Top product in Furnishings: '3M Polarizing Task Lamp with Clamp Arm, Light Gray' (4 orders, $2192 revenue)"
R0185,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture > Furnishings,0.001,0.001,1.0,5,4916,"Top product in Furnishings: 'Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 6' (5 orders, $2064 revenue)"
R0186,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture > Furnishings,0.0008,0.0008,1.0,4,4916,"Top product in Furnishings: 'Tenex Chairmat w/ Average Lip, 45"" x 53""' (4 orders, $2058 revenue)"
R0187,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture > Furnishings,0.001,0.001,1.0,5,4916,"Top product in Furnishings: 'Deflect-o DuraMat Antistatic Studded Beveled Mat f' (5 orders, $1685 revenue)"
R0188,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10001473,DAX Wood Document Frame,Furniture > Furnishings,0.0028,0.0028,1.0,14,4916,"Top product in Furnishings: 'DAX Wood Document Frame' (14 orders, $1679 revenue)"
R0189,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture > Furnishings,0.0012,0.0012,1.0,6,4916,"Top product in Furnishings: 'Deflect-o RollaMat Studded, Beveled Mat for Medium' (6 orders, $1623 revenue)"
R0190,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture > Furnishings,0.0014,0.0014,1.0,7,4916,"Top product in Furnishings: 'Deflect-o Glass Clear Studded Chair Mats' (7 orders, $1579 revenue)"
R0191,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Furniture > Furnishings,0.0008,0.0008,1.0,4,4916,"Top product in Furnishings: 'Luxo Adjustable Task Clamp Lamp' (4 orders, $1546 revenue)"
R0192,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture > Furnishings,0.0014,0.0014,1.0,7,4916,"Top product in Furnishings: 'Tenex ""The Solids"" Textured Chair Mats' (7 orders, $1469 revenue)"
R0193,subcategory_product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,Product:FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture > Furnishings,0.0008,0.0008,1.0,4,4916,"Top product in Furnishings: 'Eldon Antistatic Chair Mats for Low to Medium Pile' (4 orders, $1432 revenue)"
R0194,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies > Labels,0.0016,0.0016,1.0,8,4916,"Top product in Labels: 'Dot Matrix Printer Tape Reel Labels, White, 5000/B' (8 orders, $3323 revenue)"
R0195,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies > Labels,0.0022,0.0022,1.0,11,4916,"Top product in Labels: 'Avery 4027 File Folder Labels for Dot Matrix Print' (11 orders, $1233 revenue)"
R0196,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10002762,Avery 485,Office Supplies > Labels,0.0016,0.0016,1.0,8,4916,"Top product in Labels: 'Avery 485' (8 orders, $639 revenue)"
R0197,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10001474,Avery 477,Office Supplies > Labels,0.0008,0.0008,1.0,4,4916,"Top product in Labels: 'Avery 477' (4 orders, $574 revenue)"
R0198,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies > Labels,0.0016,0.0016,1.0,8,4916,"Top product in Labels: 'Alphabetical Labels for Top Tab Filing' (8 orders, $488 revenue)"
R0199,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies > Labels,0.0012,0.0012,1.0,6,4916,"Top product in Labels: 'Round Specialty Laser Printer Labels' (6 orders, $421 revenue)"
R0200,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10004544,Avery 505,Office Supplies > Labels,0.0014,0.0014,1.0,7,4916,"Top product in Labels: 'Avery 505' (7 orders, $373 revenue)"
R0201,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies > Labels,0.0014,0.0014,1.0,7,4916,"Top product in Labels: 'Avery Address/Shipping Labels for Typewriters, 4"" ' (7 orders, $277 revenue)"
R0202,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10003498,Avery 475,Office Supplies > Labels,0.0008,0.0008,1.0,4,4916,"Top product in Labels: 'Avery 475' (4 orders, $266 revenue)"
R0203,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10001297,Avery 473,Office Supplies > Labels,0.0012,0.0012,1.0,6,4916,"Top product in Labels: 'Avery 473' (6 orders, $248 revenue)"
R0204,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10004545,Avery 50,Office Supplies > Labels,0.001,0.001,1.0,5,4916,"Top product in Labels: 'Avery 50' (5 orders, $236 revenue)"
R0205,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10002312,Avery 490,Office Supplies > Labels,0.001,0.001,1.0,5,4916,"Top product in Labels: 'Avery 490' (5 orders, $178 revenue)"
R0206,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10001569,Avery 499,Office Supplies > Labels,0.0022,0.0022,1.0,11,4916,"Top product in Labels: 'Avery 499' (11 orders, $176 revenue)"
R0207,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10004093,Avery 486,Office Supplies > Labels,0.0018,0.0018,1.0,9,4916,"Top product in Labels: 'Avery 486' (9 orders, $168 revenue)"
R0208,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10002043,Avery 489,Office Supplies > Labels,0.001,0.001,1.0,5,4916,"Top product in Labels: 'Avery 489' (5 orders, $159 revenue)"
R0209,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies > Labels,0.0012,0.0012,1.0,6,4916,"Top product in Labels: 'Permanent Self-Adhesive File Folder Labels for Typ' (6 orders, $154 revenue)"
R0210,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies > Labels,0.0014,0.0014,1.0,7,4916,"Top product in Labels: 'Self-Adhesive Address Labels for Typewriters by Un' (7 orders, $154 revenue)"
R0211,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10000414,Avery 503,Office Supplies > Labels,0.0006,0.0006,1.0,3,4916,"Top product in Labels: 'Avery 503' (3 orders, $124 revenue)"
R0212,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10002475,Avery 519,Office Supplies > Labels,0.0012,0.0012,1.0,6,4916,"Top product in Labels: 'Avery 519' (6 orders, $121 revenue)"
R0213,subcategory_product,SubCategory:Labels,SubCategory: Labels,Office Supplies,Product:OFF-LA-10004484,Avery 476,Office Supplies > Labels,0.0018,0.0018,1.0,9,4916,"Top product in Labels: 'Avery 476' (9 orders, $121 revenue)"
R0214,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10002412,Cisco TelePresence System EX90 Videoconferencing Unit,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Cisco TelePresence System EX90 Videoconferencing U' (1 orders, $22638 revenue)"
R0215,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology > Machines,0.0006,0.0006,1.0,3,4916,"Top product in Machines: 'HP Designjet T520 Inkjet Large Format Printer - 24' (3 orders, $18375 revenue)"
R0216,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology > Machines,0.0008,0.0008,1.0,4,4916,"Top product in Machines: 'Lexmark MX611dhe Monochrome Laser Printer' (4 orders, $16830 revenue)"
R0217,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10001047,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology > Machines,0.0004,0.0004,1.0,2,4916,"Top product in Machines: '3D Systems Cube Printer, 2nd Generation, Magenta' (2 orders, $14300 revenue)"
R0218,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Technology > Machines,0.0006,0.0006,1.0,3,4916,"Top product in Machines: 'Cubify CubeX 3D Printer Double Head Print' (3 orders, $11100 revenue)"
R0219,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Technology > Machines,0.001,0.001,1.0,5,4916,"Top product in Machines: 'Swingline SM12-08 MicroCut Jam Free Shredder' (5 orders, $10408 revenue)"
R0220,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology > Machines,0.0008,0.0008,1.0,4,4916,"Top product in Machines: 'Bady BDG101FRU Card Printer' (4 orders, $9280 revenue)"
R0221,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Cubify CubeX 3D Printer Triple Head Print' (1 orders, $8000 revenue)"
R0222,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000984,Okidata MB760 Printer,Technology > Machines,0.0004,0.0004,1.0,2,4916,"Top product in Machines: 'Okidata MB760 Printer' (2 orders, $7834 revenue)"
R0223,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology > Machines,0.0004,0.0004,1.0,2,4916,"Top product in Machines: 'Ativa V4110MDD Micro-Cut Shredder' (2 orders, $7700 revenue)"
R0224,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,Technology > Machines,0.0004,0.0004,1.0,2,4916,"Top product in Machines: 'Zebra ZM400 Thermal Label Printer' (2 orders, $6966 revenue)"
R0225,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology > Machines,0.0006,0.0006,1.0,3,4916,"Top product in Machines: 'Zebra GX420t Direct Thermal/Thermal Transfer Print' (3 orders, $5787 revenue)"
R0226,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology > Machines,0.0004,0.0004,1.0,2,4916,"Top product in Machines: 'Cisco 9971 IP Video Phone Charcoal' (2 orders, $4268 revenue)"
R0227,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Canon imageCLASS MF7460 Monochrome Digital Laser M' (1 orders, $3992 revenue)"
R0228,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Hewlett-Packard Desktjet 6988DT Refurbished Printe' (1 orders, $3404 revenue)"
R0229,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10001972,Okidata C331dn Printer,Technology > Machines,0.001,0.001,1.0,5,4916,"Top product in Machines: 'Okidata C331dn Printer' (5 orders, $3211 revenue)"
R0230,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Hewlett-Packard Deskjet 3050a All-in-One Color Ink' (1 orders, $3040 revenue)"
R0231,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology > Machines,0.0006,0.0006,1.0,3,4916,"Top product in Machines: 'Fellowes Powershred HS-440 4-Sheet High Security S' (3 orders, $2542 revenue)"
R0232,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Xerox WorkCentre 6505DN Laser Multifunction Printe' (1 orders, $2520 revenue)"
R0233,subcategory_product,SubCategory:Machines,SubCategory: Machines,Technology,Product:TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,Technology > Machines,0.0002,0.0002,1.0,1,4916,"Top product in Machines: 'Panasonic KX MB2061 Multifunction Printer' (1 orders, $2396 revenue)"
R0234,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10001970,Xerox 1881,Office Supplies > Paper,0.0035,0.0035,1.0,17,4916,"Top product in Paper: 'Xerox 1881' (17 orders, $4310 revenue)"
R0235,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies > Paper,0.0024,0.0024,1.0,12,4916,"Top product in Paper: 'White Dual Perf Computer Printout Paper, 2700 Shee' (12 orders, $4283 revenue)"
R0236,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000994,Xerox 1915,Office Supplies > Paper,0.0016,0.0016,1.0,8,4916,"Top product in Paper: 'Xerox 1915' (8 orders, $2579 revenue)"
R0237,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10002377,Xerox 1916,Office Supplies > Paper,0.0028,0.0028,1.0,14,4916,"Top product in Paper: 'Xerox 1916' (14 orders, $2009 revenue)"
R0238,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies > Paper,0.001,0.001,1.0,5,4916,"Top product in Paper: 'Multicolor Computer Printout Paper' (5 orders, $1887 revenue)"
R0239,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000418,Xerox 189,Office Supplies > Paper,0.0012,0.0012,1.0,6,4916,"Top product in Paper: 'Xerox 189' (6 orders, $1782 revenue)"
R0240,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10003395,Xerox 1941,Office Supplies > Paper,0.001,0.001,1.0,5,4916,"Top product in Paper: 'Xerox 1941' (5 orders, $1741 revenue)"
R0241,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000675,Xerox 1919,Office Supplies > Paper,0.0016,0.0016,1.0,8,4916,"Top product in Paper: 'Xerox 1919' (8 orders, $1500 revenue)"
R0242,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000100,Xerox 1945,Office Supplies > Paper,0.0014,0.0014,1.0,7,4916,"Top product in Paper: 'Xerox 1945' (7 orders, $1492 revenue)"
R0243,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10001033,Xerox 1893,Office Supplies > Paper,0.0022,0.0022,1.0,11,4916,"Top product in Paper: 'Xerox 1893' (11 orders, $1435 revenue)"
R0244,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10001878,Xerox 1891,Office Supplies > Paper,0.0014,0.0014,1.0,7,4916,"Top product in Paper: 'Xerox 1891' (7 orders, $1321 revenue)"
R0245,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies > Paper,0.0016,0.0016,1.0,8,4916,"Top product in Paper: 'White Computer Printout Paper by Universal' (8 orders, $1279 revenue)"
R0246,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10003228,Xerox 1917,Office Supplies > Paper,0.001,0.001,1.0,5,4916,"Top product in Paper: 'Xerox 1917' (5 orders, $1223 revenue)"
R0247,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10001125,Xerox 1988,Office Supplies > Paper,0.0018,0.0018,1.0,9,4916,"Top product in Paper: 'Xerox 1988' (9 orders, $1103 revenue)"
R0248,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10003302,Xerox 1906,Office Supplies > Paper,0.0014,0.0014,1.0,7,4916,"Top product in Paper: 'Xerox 1906' (7 orders, $1099 revenue)"
R0249,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies > Paper,0.002,0.002,1.0,10,4916,"Top product in Paper: 'Eaton Premium Continuous-Feed Paper, 25% Cotton, L' (10 orders, $1098 revenue)"
R0250,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000806,Xerox 1934,Office Supplies > Paper,0.001,0.001,1.0,5,4916,"Top product in Paper: 'Xerox 1934' (5 orders, $1097 revenue)"
R0251,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000474,Easy-staple paper,Office Supplies > Paper,0.0022,0.0022,1.0,11,4916,"Top product in Paper: 'Easy-staple paper' (11 orders, $1021 revenue)"
R0252,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies > Paper,0.0012,0.0012,1.0,6,4916,"Top product in Paper: 'Snap-A-Way Black Print Carbonless Ruled Speed Lett' (6 orders, $1017 revenue)"
R0253,subcategory_product,SubCategory:Paper,SubCategory: Paper,Office Supplies,Product:OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies > Paper,0.0014,0.0014,1.0,7,4916,"Top product in Paper: 'Adams Phone Message Book, Professional, 400 Messag' (7 orders, $1003 revenue)"
R0254,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology > Phones,0.0018,0.0018,1.0,9,4916,"Top product in Phones: 'Cisco Unified IP Phone 7945G VoIP phone' (9 orders, $16222 revenue)"
R0255,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10002200,Samsung Galaxy Note 2,Technology > Phones,0.0016,0.0016,1.0,8,4916,"Top product in Phones: 'Samsung Galaxy Note 2' (8 orders, $14876 revenue)"
R0256,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10001459,Samsung Galaxy Mega 6.3,Technology > Phones,0.0012,0.0012,1.0,6,4916,"Top product in Phones: 'Samsung Galaxy Mega 6.3' (6 orders, $13944 revenue)"
R0257,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology > Phones,0.001,0.001,1.0,5,4916,"Top product in Phones: 'ClearOne CHATAttach 160 - speaker phone' (5 orders, $13872 revenue)"
R0258,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10002885,Apple iPhone 5,Technology > Phones,0.0012,0.0012,1.0,6,4916,"Top product in Phones: 'Apple iPhone 5' (6 orders, $12997 revenue)"
R0259,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology > Phones,0.002,0.002,1.0,10,4916,"Top product in Phones: 'Wilson Electronics DB Pro Signal Booster' (10 orders, $8878 revenue)"
R0260,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology > Phones,0.0018,0.0018,1.0,9,4916,"Top product in Phones: 'Mitel MiVoice 5330e IP Phone' (9 orders, $7700 revenue)"
R0261,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology > Phones,0.0012,0.0012,1.0,6,4916,"Top product in Phones: 'Samsung Galaxy S III - 16GB - pebble blue (T-Mobil' (6 orders, $7140 revenue)"
R0262,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology > Phones,0.0016,0.0016,1.0,8,4916,"Top product in Phones: 'Polycom VVX 310 VoIP phone' (8 orders, $6228 revenue)"
R0263,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10002584,Samsung Galaxy S4,Technology > Phones,0.001,0.001,1.0,5,4916,"Top product in Phones: 'Samsung Galaxy S4' (5 orders, $6135 revenue)"
R0264,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology > Phones,0.001,0.001,1.0,5,4916,"Top product in Phones: 'Samsung Galaxy S4 Mini' (5 orders, $6110 revenue)"
R0265,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology > Phones,0.0012,0.0012,1.0,6,4916,"Top product in Phones: 'Panasonic KX T7731-B Digital phone' (6 orders, $5937 revenue)"
R0266,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology > Phones,0.0012,0.0012,1.0,6,4916,"Top product in Phones: 'Wilson SignalBoost 841262 DB PRO Amplifier Kit' (6 orders, $5327 revenue)"
R0267,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10004977,GE 30524EE4,Technology > Phones,0.0018,0.0018,1.0,9,4916,"Top product in Phones: 'GE 30524EE4' (9 orders, $5292 revenue)"
R0268,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10000984,Panasonic KX-TG9471B,Technology > Phones,0.0014,0.0014,1.0,7,4916,"Top product in Phones: 'Panasonic KX-TG9471B' (7 orders, $4978 revenue)"
R0269,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10001363,Apple iPhone 5S,Technology > Phones,0.0008,0.0008,1.0,4,4916,"Top product in Phones: 'Apple iPhone 5S' (4 orders, $4902 revenue)"
R0270,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology > Phones,0.0008,0.0008,1.0,4,4916,"Top product in Phones: 'Polycom CX600 IP Phone VoIP phone' (4 orders, $4619 revenue)"
R0271,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology > Phones,0.002,0.002,1.0,10,4916,"Top product in Phones: 'Nortel Meridian M3904 Professional Digital phone' (10 orders, $4435 revenue)"
R0272,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10004094,Motorola L703CM,Technology > Phones,0.0012,0.0012,1.0,6,4916,"Top product in Phones: 'Motorola L703CM' (6 orders, $4212 revenue)"
R0273,subcategory_product,SubCategory:Phones,SubCategory: Phones,Technology,Product:TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology > Phones,0.0014,0.0014,1.0,7,4916,"Top product in Phones: 'Wireless Extenders zBoost YX545 SOHO Signal Booste' (7 orders, $4044 revenue)"
R0274,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies > Storage,0.002,0.002,1.0,10,4916,"Top product in Storage: 'Tennsco 6- and 18-Compartment Lockers' (10 orders, $10076 revenue)"
R0275,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies > Storage,0.0024,0.0024,1.0,12,4916,"Top product in Storage: 'Tennsco Double-Tier Lockers' (12 orders, $9631 revenue)"
